scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
SCN_0243,United Kingdom,Australia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.99,1.012,1.434,2.125,Stalemate,0.58
SCN_0244,China,France,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.894,0.913,6.185,3.797,Attacker_Wins,0.63
SCN_0245,Saudi Arabia,United Kingdom,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.98,0.97,1.539,1.103,Attacker_Wins,0.66
SCN_0246,Japan,Saudi Arabia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.076,1.059,1.551,0.68,Stalemate,0.45
SCN_0247,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Attacker_Wins,0.64
SCN_0248,United Kingdom,Russia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.887,0.922,0.13,0.791,Stalemate,0.5
SCN_0249,Japan,Russia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.936,0.947,0.31,0.593,Stalemate,0.59
SCN_0250,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.85
SCN_0251,Iran,Pakistan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.917,0.957,0.793,0.952,Stalemate,0.46
SCN_0252,USA,France,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.062,0.993,8.209,15.017,Attacker_Wins,0.89
SCN_0253,United Kingdom,France,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.994,1.0,0.598,1.153,Stalemate,0.59
SCN_0254,Japan,United Kingdom,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.055,1.027,2.388,0.75,Attacker_Wins,0.72
SCN_0255,Japan,Russia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.936,0.947,0.31,0.593,Stalemate,0.58
SCN_0256,China,Russia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.798,0.842,1.34,2.605,Attacker_Wins,0.65
SCN_0257,France,Turkey,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.108,1.031,1.227,3.189,Attacker_Wins,0.74
SCN_0258,Russia,Israel,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,1.024,1.0,4.863,3.66,Stalemate,0.52
SCN_0259,Saudi Arabia,Iran,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.335,1.133,0.694,7.576,Attacker_Wins,0.68
SCN_0260,Israel,France,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.094,1.084,0.949,0.398,Stalemate,0.55
SCN_0261,Pakistan,Russia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.711,0.825,0.363,0.121,Stalemate,0.45
SCN_0262,France,Israel,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.914,0.922,1.054,2.511,Attacker_Wins,0.65
SCN_0263,United Kingdom,Turkey,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.101,1.031,0.734,3.676,Attacker_Wins,0.8
SCN_0264,USA,United Kingdom,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.069,0.993,13.717,13.029,Attacker_Wins,0.92
SCN_0265,Pakistan,Saudi Arabia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.817,0.922,1.816,0.139,Stalemate,0.44
SCN_0266,China,India,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.055,0.98,2.494,2.752,Stalemate,0.6
SCN_0267,Saudi Arabia,North Korea,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.271,1.181,0.416,18.75,Attacker_Wins,0.95
SCN_0268,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.66
SCN_0269,China,India,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.055,0.98,2.494,2.752,Attacker_Wins,0.66
SCN_0270,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Stalemate,0.6
SCN_0271,Israel,Australia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.089,1.097,2.274,0.734,Stalemate,0.53
SCN_0272,Australia,France,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.004,0.989,0.417,0.542,Stalemate,0.55
SCN_0273,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Stalemate,0.58
SCN_0274,Iran,Australia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.727,0.866,3.179,0.309,Stalemate,0.4
SCN_0275,North Korea,USA,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.721,0.828,0.27,0.005,Stalemate,0.48
SCN_0276,Israel,USA,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.029,1.092,0.116,0.027,Stalemate,0.6
SCN_0277,Australia,North Korea,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.31,1.203,0.188,8.0,Attacker_Wins,0.74
SCN_0278,Israel,China,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.224,1.188,0.153,0.105,Stalemate,0.58
SCN_0279,India,United Kingdom,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.852,0.932,4.145,1.197,Attacker_Wins,0.69
SCN_0280,Turkey,Australia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.899,0.982,1.953,0.578,Stalemate,0.55
SCN_0281,Russia,Israel,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,1.024,1.0,4.863,3.66,Attacker_Wins,0.68
SCN_0282,Saudi Arabia,Israel,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.891,0.895,0.971,3.191,Attacker_Wins,0.68
SCN_0283,Pakistan,Iran,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.091,1.045,1.261,1.051,Stalemate,0.55
SCN_0284,USA,United Kingdom,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.069,0.993,13.717,13.029,Attacker_Wins,0.93
SCN_0285,Pakistan,China,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.891,0.98,0.271,0.046,Stalemate,0.48
SCN_0286,Iran,Japan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.696,0.833,0.928,0.194,Defender_Wins,0.37
SCN_0287,India,China,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.948,1.02,0.401,0.363,Stalemate,0.54
SCN_0288,Israel,Turkey,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.212,1.118,1.164,1.27,Stalemate,0.58
SCN_0289,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Attacker_Wins,0.69
SCN_0290,Iran,Japan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.696,0.833,0.928,0.194,Stalemate,0.48
SCN_0291,Iran,Japan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.696,0.833,0.928,0.194,Stalemate,0.6
SCN_0292,North Korea,Turkey,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.849,0.847,2.72,0.216,Attacker_Wins,0.65
SCN_0293,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Stalemate,0.6
SCN_0294,Russia,China,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.253,1.188,0.746,0.384,Stalemate,0.45
SCN_0295,Turkey,Saudi Arabia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.927,1.0,0.885,0.247,Stalemate,0.48
SCN_0296,India,United Kingdom,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.852,0.932,4.145,1.197,Attacker_Wins,0.73
SCN_0297,India,Russia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.756,0.859,0.538,0.947,Stalemate,0.49
SCN_0298,Iran,Saudi Arabia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.749,0.882,1.44,0.132,Stalemate,0.59
SCN_0299,Australia,Russia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.897,0.912,0.09,0.372,Stalemate,0.46
SCN_0300,China,Japan,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.853,0.889,4.328,4.392,Attacker_Wins,0.71
SCN_0301,China,India,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.055,0.98,2.494,2.752,Attacker_Wins,0.67
SCN_0302,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.68
SCN_0303,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.63
SCN_0304,Saudi Arabia,Pakistan,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.223,1.084,0.551,7.212,Attacker_Wins,0.8
SCN_0305,North Korea,USA,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.721,0.828,0.27,0.005,Stalemate,0.54
SCN_0306,Israel,Russia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.977,1.0,0.206,0.273,Attacker_Wins,0.69
SCN_0307,Turkey,North Korea,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.178,1.181,0.368,4.625,Stalemate,0.58
SCN_0308,Iran,United Kingdom,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.735,0.856,2.217,0.146,Stalemate,0.56
SCN_0309,India,Saudi Arabia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.869,0.96,2.692,1.085,Attacker_Wins,0.75
SCN_0310,Pakistan,India,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.94,0.961,0.675,0.128,Stalemate,0.48
SCN_0311,Pakistan,Iran,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.091,1.045,1.261,1.051,Attacker_Wins,0.62
SCN_0312,Iran,United Kingdom,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.735,0.856,2.217,0.146,Attacker_Wins,0.63
SCN_0313,USA,Iran,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.456,1.16,6.187,89.495,Attacker_Wins,0.95
SCN_0314,United Kingdom,Pakistan,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.248,1.117,0.358,6.538,Attacker_Wins,0.69
SCN_0315,France,North Korea,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.305,1.217,0.451,14.75,Attacker_Wins,0.95
SCN_0316,France,Iran,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.37,1.168,0.754,5.96,Attacker_Wins,0.79
SCN_0317,Japan,Pakistan,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.316,1.148,0.854,4.904,Attacker_Wins,0.67
SCN_0318,United Kingdom,India,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.173,1.074,0.241,0.835,Stalemate,0.48
SCN_0319,China,North Korea,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.166,1.111,2.79,56.0,Attacker_Wins,0.85
SCN_0320,Russia,Saudi Arabia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.149,1.118,5.009,1.147,Attacker_Wins,0.66
SCN_0321,India,Australia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.843,0.942,5.943,2.544,Attacker_Wins,0.71
SCN_0322,India,USA,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.797,0.938,0.302,0.092,Stalemate,0.55
SCN_0323,India,Turkey,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.938,0.96,3.043,4.4,Attacker_Wins,0.67
SCN_0324,United Kingdom,USA,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.935,1.007,0.073,0.077,Stalemate,0.44
SCN_0325,Iran,Pakistan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.917,0.957,0.793,0.952,Stalemate,0.43
SCN_0326,North Korea,USA,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.721,0.828,0.27,0.005,Stalemate,0.6
SCN_0327,North Korea,Russia,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.684,0.758,0.48,0.047,Stalemate,0.54
SCN_0328,Israel,USA,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,1.029,1.092,0.116,0.027,Stalemate,0.46
SCN_0329,Saudi Arabia,Turkey,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.079,1.0,1.13,4.054,Attacker_Wins,0.75
SCN_0330,USA,United Kingdom,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.069,0.993,13.717,13.029,Attacker_Wins,0.94
SCN_0331,Australia,France,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.004,0.989,0.417,0.542,Stalemate,0.58
SCN_0332,Australia,Turkey,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.112,1.019,0.512,1.73,Stalemate,0.54
SCN_0333,India,Iran,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.16,1.088,1.869,8.222,Attacker_Wins,0.7
SCN_0334,Turkey,United Kingdom,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.908,0.97,1.362,0.272,Stalemate,0.54
SCN_0335,France,North Korea,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.305,1.217,0.451,14.75,Attacker_Wins,0.76
SCN_0336,Russia,Pakistan,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.406,1.212,2.758,8.269,Attacker_Wins,0.89
SCN_0337,Israel,Japan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.043,1.056,0.664,0.461,Stalemate,0.47
SCN_0338,Iran,Israel,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.667,0.789,1.398,0.421,Stalemate,0.42
SCN_0339,USA,Japan,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.014,0.967,5.744,17.373,Attacker_Wins,0.94
SCN_0340,Iran,Pakistan,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.917,0.957,0.793,0.952,Defender_Wins,0.36
SCN_0341,Saudi Arabia,United Kingdom,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.98,0.97,1.539,1.103,Stalemate,0.5
SCN_0342,India,United Kingdom,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.852,0.932,4.145,1.197,Stalemate,0.58
SCN_0343,Israel,Australia,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.089,1.097,2.274,0.734,Attacker_Wins,0.72
SCN_0344,Pakistan,Saudi Arabia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.817,0.922,1.816,0.139,Stalemate,0.55
SCN_0345,North Korea,Australia,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.763,0.831,5.311,0.125,Attacker_Wins,0.78
SCN_0346,Iran,Australia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.727,0.866,3.179,0.309,Stalemate,0.6
SCN_0347,Iran,USA,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.687,0.862,0.162,0.011,Stalemate,0.6
SCN_0348,Turkey,India,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.066,1.042,0.329,0.227,Attacker_Wins,0.63
SCN_0349,India,Australia,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.843,0.942,5.943,2.544,Attacker_Wins,0.78
SCN_0350,Iran,Saudi Arabia,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.749,0.882,1.44,0.132,Stalemate,0.59
SCN_0351,Pakistan,France,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.796,0.895,1.673,0.176,Stalemate,0.6
SCN_0352,China,North Korea,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.166,1.111,2.79,56.0,Attacker_Wins,0.95
SCN_0353,Russia,France,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.119,1.084,4.614,1.458,Attacker_Wins,0.66
SCN_0354,Pakistan,USA,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.749,0.901,0.204,0.012,Stalemate,0.48
SCN_0355,Saudi Arabia,North Korea,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.271,1.181,0.416,18.75,Attacker_Wins,0.9
SCN_0356,China,North Korea,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.166,1.111,2.79,56.0,Attacker_Wins,0.95
SCN_0357,China,Pakistan,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.122,1.02,3.696,21.538,Attacker_Wins,0.95
SCN_0358,Saudi Arabia,Russia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.87,0.895,0.2,0.872,Stalemate,0.41
SCN_0359,Pakistan,Israel,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.728,0.825,1.763,0.443,Stalemate,0.56
SCN_0360,Russia,Iran,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.534,1.267,3.478,8.687,Attacker_Wins,0.8
SCN_0361,Japan,United Kingdom,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.055,1.027,2.388,0.75,Stalemate,0.52
SCN_0362,Japan,Iran,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.436,1.2,1.077,5.152,Stalemate,0.59
SCN_0363,Turkey,Pakistan,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.134,1.084,0.487,1.779,Stalemate,0.56
SCN_0364,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Stalemate,0.41
